TRANSACTION_ID,CUST_ID,AMOUNT,TRANSACTION_TYPE,TRANSACTION_DATE,DESCRIPTION
77,6601,3031.14,Purchase,2025-01-17,Purchase from grocery
78,8051,670.13,Purchase,2025-07-20,Purchase from clothing
79,5577,3384.7,Deposit,2023-12-05,Check deposit
80,1333,1427.86,Purchase,2023-09-19,Purchase from online store
81,45,3630.27,Purchase,2024-06-01,Purchase from grocery
82,5619,3094.85,Refund,2024-08-24,Refund for returned item
83,3698,2498.67,Payment,2023-12-09,Payment via mobile app
84,6727,2462.14,Refund,2024-04-10,Refund for returned item
85,3980,2281.42,Payment,2023-11-05,Payment via bank transfer
86,4457,1050.6,Withdrawal,2024-03-11,Cash withdrawal from ATM
87,2014,1563.32,Deposit,2024-12-31,Check deposit
88,9887,1153.66,Withdrawal,2024-08-14,Cash withdrawal from ATM
89,9337,2104.81,Deposit,2025-04-26,Check deposit
90,7312,4701.1,Refund,2024-10-21,Refund for returned item
91,7177,4881.5,Refund,2024-11-28,Refund for returned item
92,3512,4497.96,Purchase,2024-07-24,Purchase from grocery
93,7559,2359.86,Purchase,2024-10-03,Purchase from clothing
94,6216,3125.37,Withdrawal,2024-05-18,Cash withdrawal from ATM
95,1814,3649.27,Purchase,2024-08-28,Purchase from electronics
96,9089,2100.19,Purchase,2024-10-08,Purchase from online store
97,6602,656.44,Purchase,2023-11-26,Purchase from gas station
98,3722,1545.41,Refund,2024-10-02,Refund for returned item
99,6151,4910.8,Purchase,2024-03-03,Purchase from electronics
100,9772,1898.57,Refund,2024-09-16,Refund for returned item
101,5110,4903.75,Deposit,2024-02-25,Check deposit
102,2259,672.75,Withdrawal,2024-05-23,Cash withdrawal from ATM
103,6135,285.05,Refund,2023-12-12,Refund for returned item
104,5161,2001.44,Withdrawal,2023-08-14,Cash withdrawal from ATM
105,984,2959.99,Withdrawal,2025-05-01,Cash withdrawal from ATM
106,605,4515.71,Purchase,2024-03-03,Purchase from electronics
107,9870,1436.55,Deposit,2025-05-28,Check deposit
108,1649,979.73,Payment,2024-11-17,Payment via cash
109,3474,3126.11,Purchase,2025-03-13,Purchase from online store
110,6725,2408.1,Purchase,2024-07-20,Purchase from grocery
111,725,919.78,Deposit,2024-07-29,Check deposit
112,4146,2675.03,Payment,2025-08-02,Payment via credit card
113,7274,4570.2,Payment,2024-09-24,Payment via mobile app
114,7079,177.66,Payment,2023-12-06,Payment via bank transfer
115,9730,4038.57,Refund,2024-12-03,Refund for returned item
116,9279,2478.32,Deposit,2024-07-27,Check deposit
117,4778,1922.01,Payment,2025-05-16,Payment via cash
118,98,1444.69,Deposit,2024-09-10,Check deposit
119,8769,1300.66,Refund,2024-05-05,Refund for returned item
120,5534,4546.67,Deposit,2025-07-01,Check deposit
121,3980,4914.18,Deposit,2024-11-21,Check deposit
122,6408,2125.42,Refund,2023-12-01,Refund for returned item
123,105,3986.02,Purchase,2025-06-22,Purchase from coffee shop
124,7522,1924.74,Purchase,2023-10-07,Purchase from coffee shop
125,1009,1822.6,Refund,2025-07-23,Refund for returned item
126,6952,358.2,Purchase,2024-10-18,Purchase from grocery
127,6791,1710.98,Deposit,2024-08-22,Check deposit
128,6183,3952.95,Deposit,2025-02-22,Check deposit
129,2111,4039.94,Payment,2024-01-22,Payment via mobile app
130,7172,4152.09,Deposit,2024-01-18,Check deposit
131,2804,3806.65,Refund,2024-02-27,Refund for returned item
132,3045,4719.91,Refund,2025-06-10,Refund for returned item
133,4725,491.99,Refund,2025-01-05,Refund for returned item
134,1234,1555.81,Deposit,2023-09-07,Check deposit
135,3027,401.45,Refund,2023-11-01,Refund for returned item
136,838,3333.34,Deposit,2024-02-01,Check deposit
137,7295,4600.48,Deposit,2024-10-10,Check deposit
138,3958,3341.01,Withdrawal,2023-11-02,Cash withdrawal from ATM
139,2792,3694.8,Payment,2025-03-27,Payment via bank transfer
140,5451,2435.9,Purchase,2023-09-27,Purchase from online store
141,852,3903.58,Purchase,2023-10-11,Purchase from online store
142,3202,224.91,Withdrawal,2025-05-10,Cash withdrawal from ATM
143,4827,1957.75,Withdrawal,2024-12-07,Cash withdrawal from ATM
144,7768,1968.18,Refund,2024-11-27,Refund for returned item
145,3792,4110.29,Payment,2025-07-16,Payment via bank transfer
146,2468,2800.79,Payment,2024-02-24,Payment via credit card
147,5657,671.13,Withdrawal,2023-09-14,Cash withdrawal from ATM
148,6649,4258.29,Deposit,2023-12-18,Check deposit
149,1052,1152.18,Payment,2025-07-16,Payment via cash
150,1545,818.44,Refund,2025-03-30,Refund for returned item
151,6383,4677.11,Withdrawal,2024-07-08,Cash withdrawal from ATM
152,7351,4882.55,Deposit,2025-07-19,Check deposit
153,1522,3417.27,Payment,2024-08-03,Payment via cash
154,4212,3031.78,Withdrawal,2025-04-08,Cash withdrawal from ATM
155,3889,1545.83,Purchase,2023-08-11,Purchase from electronics
156,9878,2331.75,Payment,2024-07-24,Payment via mobile app
157,8874,4277.67,Purchase,2024-12-13,Purchase from online store
158,8109,3034.3,Payment,2025-03-15,Payment via bank transfer
159,6766,1064.32,Deposit,2024-07-27,Check deposit
160,4052,3371.62,Refund,2024-09-19,Refund for returned item
161,3907,4549.5,Deposit,2025-04-03,Check deposit
162,3755,2977.22,Purchase,2025-06-25,Purchase from electronics
163,9088,1675.47,Deposit,2024-03-18,Check deposit
164,8143,3631.19,Withdrawal,2024-03-12,Cash withdrawal from ATM
165,6482,2549.65,Withdrawal,2023-12-11,Cash withdrawal from ATM
166,222,3311.64,Purchase,2024-07-18,Purchase from coffee shop
167,8680,3711.68,Withdrawal,2025-06-18,Cash withdrawal from ATM
168,7289,321.52,Withdrawal,2023-08-21,Cash withdrawal from ATM
169,1174,4296.28,Refund,2024-03-04,Refund for returned item
170,4620,2083.62,Refund,2023-09-06,Refund for returned item
171,4612,1040.72,Deposit,2024-12-11,Check deposit
172,5964,3166.03,Purchase,2024-03-18,Purchase from electronics
173,8919,4014.81,Refund,2025-03-18,Refund for returned item
174,9932,4298.72,Withdrawal,2024-08-05,Cash withdrawal from ATM
175,1368,2497.62,Refund,2025-06-22,Refund for returned item
176,5617,2850.04,Payment,2023-10-05,Payment via bank transfer
177,4049,596.93,Purchase,2023-10-09,Purchase from online store
178,4991,3123.26,Payment,2024-08-22,Payment via cash
179,9634,2844.11,Refund,2025-05-03,Refund for returned item
180,8273,3061.94,Purchase,2024-10-01,Purchase from electronics
181,1845,1588.19,Purchase,2024-10-03,Purchase from clothing
182,3398,1357.3,Withdrawal,2025-03-25,Cash withdrawal from ATM
183,5245,420.96,Payment,2024-12-18,Payment via cash
184,7065,1613.45,Refund,2025-06-30,Refund for returned item
185,4005,1754.59,Payment,2023-10-30,Payment via cash
186,9549,3029.68,Refund,2025-07-05,Refund for returned item
187,945,4191.64,Payment,2025-05-01,Payment via mobile app
188,2242,4995.85,Purchase,2024-11-10,Purchase from gas station
189,5303,4819.6,Deposit,2025-04-01,Check deposit
190,7451,4462.83,Withdrawal,2024-02-27,Cash withdrawal from ATM
191,916,2771.33,Withdrawal,2025-03-04,Cash withdrawal from ATM
192,3013,822.24,Withdrawal,2024-04-09,Cash withdrawal from ATM
193,5138,4630.9,Refund,2024-11-16,Refund for returned item
194,6914,2646.77,Deposit,2024-09-26,Check deposit
195,6289,4130.42,Purchase,2024-02-19,Purchase from grocery
196,3863,2138.92,Refund,2023-11-21,Refund for returned item
197,4079,1855.47,Refund,2023-09-10,Refund for returned item
198,9237,1432.13,Purchase,2025-01-04,Purchase from gas station
199,2703,2085.21,Payment,2025-01-16,Payment via cash
200,2124,3208.26,Purchase,2025-01-10,Purchase from grocery
201,176,4958.63,Withdrawal,2025-04-26,Cash withdrawal from ATM
202,5290,447.91,Purchase,2024-04-12,Purchase from grocery
203,5030,523.31,Payment,2024-02-22,Payment via cash
204,1017,3750.86,Purchase,2024-12-24,Purchase from clothing
205,9373,1398.86,Withdrawal,2025-04-15,Cash withdrawal from ATM
206,5134,391.75,Purchase,2024-08-08,Purchase from clothing
207,4408,569.15,Payment,2025-05-02,Payment via bank transfer
208,8083,3022.35,Payment,2025-07-06,Payment via mobile app
209,8476,4807.83,Purchase,2024-10-17,Purchase from online store
210,7213,4567.21,Payment,2025-07-17,Payment via mobile app
211,358,3920.89,Payment,2023-11-16,Payment via cash
212,735,395.31,Payment,2024-03-10,Payment via bank transfer
213,6982,4057.48,Withdrawal,2025-02-06,Cash withdrawal from ATM
214,5278,2965.15,Deposit,2024-02-06,Check deposit
215,5853,1982.43,Purchase,2024-08-10,Purchase from electronics
216,2792,97.63,Withdrawal,2024-04-08,Cash withdrawal from ATM
217,5273,3395.19,Purchase,2024-11-06,Purchase from coffee shop
218,9505,3905.53,Purchase,2023-11-22,Purchase from electronics
219,314,407.47,Purchase,2025-03-29,Purchase from grocery
220,2726,1093.07,Payment,2025-02-23,Payment via cash
221,4673,3668.76,Purchase,2024-01-17,Purchase from clothing
222,3174,663.84,Withdrawal,2023-08-11,Cash withdrawal from ATM
223,9848,2646.42,Payment,2025-02-26,Payment via mobile app
224,7835,4190.76,Payment,2023-09-22,Payment via cash
225,3732,2068.94,Purchase,2024-07-02,Purchase from grocery
226,1303,2840.89,Withdrawal,2023-09-21,Cash withdrawal from ATM
227,4530,319.12,Withdrawal,2025-01-20,Cash withdrawal from ATM
228,1949,3826.65,Withdrawal,2024-09-01,Cash withdrawal from ATM
229,3989,2045.02,Payment,2024-11-24,Payment via mobile app
230,2456,3478.88,Purchase,2024-03-16,Purchase from gas station
231,8399,2425.29,Payment,2024-12-06,Payment via bank transfer
232,9919,4450.7,Withdrawal,2025-01-27,Cash withdrawal from ATM
233,5683,2269.53,Purchase,2023-08-31,Purchase from electronics
234,3200,1174.66,Deposit,2025-05-26,Check deposit
235,1873,115.14,Purchase,2025-03-20,Purchase from clothing
236,469,4944.33,Payment,2025-01-18,Payment via credit card
237,7046,1872.63,Refund,2024-05-21,Refund for returned item
238,9977,266.41,Purchase,2023-10-21,Purchase from online store
239,9641,2367.23,Purchase,2023-09-16,Purchase from grocery
240,7520,2900.47,Refund,2025-03-21,Refund for returned item
241,1716,924.89,Deposit,2023-12-05,Check deposit
242,5370,4298.5,Refund,2025-02-07,Refund for returned item
243,6093,359.29,Refund,2024-01-27,Refund for returned item
244,5683,2683.62,Withdrawal,2024-09-09,Cash withdrawal from ATM
245,3270,3195.12,Purchase,2024-11-07,Purchase from online store
246,8949,4963.96,Deposit,2024-01-22,Check deposit
247,664,4629.6,Withdrawal,2024-01-06,Cash withdrawal from ATM
248,2374,1534.79,Deposit,2024-12-10,Check deposit
249,3100,4049.02,Payment,2023-12-14,Payment via cash
250,3421,4285.28,Deposit,2024-08-07,Check deposit
251,1385,4333.32,Deposit,2024-05-21,Check deposit
252,7485,4508.85,Deposit,2023-12-05,Check deposit
253,8255,2480.45,Refund,2023-12-22,Refund for returned item
254,595,214.07,Purchase,2024-10-03,Purchase from online store
255,9624,816.45,Deposit,2024-06-20,Check deposit
256,7710,3525.38,Withdrawal,2023-11-15,Cash withdrawal from ATM
257,5270,4486.7,Payment,2025-07-08,Payment via credit card
258,3180,1200.41,Refund,2025-02-05,Refund for returned item
259,8571,1916.65,Purchase,2025-07-23,Purchase from grocery
260,3748,3649.69,Purchase,2025-05-19,Purchase from coffee shop
261,1385,496.95,Deposit,2024-08-06,Check deposit
262,5381,1667.86,Deposit,2023-12-15,Check deposit
263,9429,2454.95,Purchase,2025-08-02,Purchase from gas station
264,2893,331.16,Deposit,2023-08-21,Check deposit
265,926,119.64,Purchase,2023-10-12,Purchase from grocery
266,8725,1562.74,Payment,2024-01-04,Payment via credit card
267,8550,963.56,Purchase,2024-01-21,Purchase from grocery
268,9491,2555.58,Refund,2025-06-04,Refund for returned item
269,759,700.66,Refund,2025-06-03,Refund for returned item
270,5751,2710.95,Refund,2024-02-10,Refund for returned item
271,2498,3764.48,Deposit,2023-08-23,Check deposit
272,6136,1766.54,Purchase,2024-03-31,Purchase from online store
273,2243,3455.53,Refund,2024-09-08,Refund for returned item
274,9757,3213.37,Withdrawal,2025-07-11,Cash withdrawal from ATM
275,6455,670.79,Withdrawal,2024-02-12,Cash withdrawal from ATM
276,403,1787.23,Withdrawal,2024-06-12,Cash withdrawal from ATM
277,3611,186.31,Refund,2024-08-25,Refund for returned item
278,2405,509.76,Purchase,2023-10-04,Purchase from grocery
279,4602,830.58,Withdrawal,2025-05-18,Cash withdrawal from ATM
280,7950,1316.82,Withdrawal,2025-03-06,Cash withdrawal from ATM
281,8268,2080.57,Refund,2024-10-14,Refund for returned item
282,6826,1691.66,Deposit,2024-10-23,Check deposit
283,8678,4822.9,Withdrawal,2025-05-25,Cash withdrawal from ATM
284,391,3581.34,Withdrawal,2023-12-27,Cash withdrawal from ATM
285,7667,2495.26,Purchase,2023-10-29,Purchase from online store
286,6793,3788.14,Withdrawal,2025-04-26,Cash withdrawal from ATM
287,5254,3266.77,Purchase,2025-02-04,Purchase from grocery
288,3568,35.01,Deposit,2024-06-16,Check deposit
289,3876,2667.72,Payment,2023-10-12,Payment via cash
290,2510,3544.98,Refund,2023-12-20,Refund for returned item
291,9452,3957.36,Deposit,2024-01-15,Check deposit
292,8357,691.63,Withdrawal,2024-03-30,Cash withdrawal from ATM
293,6273,3710.02,Payment,2024-08-28,Payment via credit card
294,3251,3172.72,Purchase,2024-02-06,Purchase from grocery
295,6460,819.97,Withdrawal,2024-01-12,Cash withdrawal from ATM
296,4557,1332.43,Deposit,2023-12-25,Check deposit
297,8156,1111.85,Withdrawal,2024-11-14,Cash withdrawal from ATM
298,309,2096.39,Purchase,2025-02-05,Purchase from gas station
299,504,4191.99,Payment,2023-12-25,Payment via bank transfer
300,3388,216.39,Purchase,2023-08-24,Purchase from coffee shop
301,1595,937.85,Refund,2025-05-26,Refund for returned item
302,6847,3906.9,Refund,2023-08-20,Refund for returned item
303,7541,3569.53,Deposit,2023-11-09,Check deposit
304,832,1677.17,Withdrawal,2025-03-23,Cash withdrawal from ATM
305,6488,283.37,Deposit,2025-08-02,Check deposit
306,3933,2777.56,Withdrawal,2025-06-02,Cash withdrawal from ATM
307,710,2672.54,Refund,2023-10-25,Refund for returned item
308,1620,1881.51,Deposit,2024-12-15,Check deposit
309,801,1780.29,Payment,2024-08-09,Payment via bank transfer
310,5963,2182.79,Purchase,2023-09-26,Purchase from gas station
311,8659,524.36,Refund,2024-05-05,Refund for returned item
312,7820,4680.95,Payment,2024-05-08,Payment via cash
313,569,3787.74,Deposit,2025-03-27,Check deposit
314,5342,4733.33,Refund,2024-11-08,Refund for returned item
315,6404,4371.68,Refund,2025-05-14,Refund for returned item
316,8879,3897.31,Withdrawal,2023-11-04,Cash withdrawal from ATM
317,1332,2176.5,Purchase,2025-05-28,Purchase from coffee shop
318,1466,971.53,Payment,2024-11-13,Payment via cash
319,3814,3751.82,Payment,2025-03-23,Payment via mobile app
320,428,4472.89,Payment,2025-02-22,Payment via credit card
321,437,2547.57,Purchase,2023-09-05,Purchase from electronics
322,7248,4414.59,Deposit,2024-10-03,Check deposit
323,7233,2137.09,Deposit,2024-09-04,Check deposit
324,1309,676.54,Payment,2024-01-08,Payment via mobile app
325,7923,1030.67,Payment,2023-08-13,Payment via bank transfer
326,3918,2030.9,Purchase,2025-02-04,Purchase from grocery
327,4943,4735.61,Purchase,2024-09-05,Purchase from electronics
328,4590,616.12,Refund,2024-06-21,Refund for returned item
329,5849,3441.86,Purchase,2024-03-22,Purchase from clothing
330,4792,4555.07,Purchase,2025-01-09,Purchase from grocery
331,9026,1309.59,Purchase,2024-10-01,Purchase from online store
332,9637,2676.94,Deposit,2024-07-12,Check deposit
333,2596,3527.41,Payment,2025-05-30,Payment via credit card
334,9071,201.64,Refund,2024-07-07,Refund for returned item
335,3952,2688.6,Deposit,2024-06-01,Check deposit
336,5520,2847.16,Withdrawal,2025-06-04,Cash withdrawal from ATM
337,3275,4124.9,Deposit,2025-03-04,Check deposit
338,9399,3331.31,Payment,2024-10-31,Payment via mobile app
339,3870,2177.81,Withdrawal,2025-08-01,Cash withdrawal from ATM
340,4707,740.15,Withdrawal,2024-02-01,Cash withdrawal from ATM
341,2289,4476.46,Deposit,2024-12-09,Check deposit
342,2274,2540.02,Purchase,2025-06-07,Purchase from grocery
343,5523,1738.7,Payment,2024-02-22,Payment via credit card
344,2285,2783.84,Refund,2025-02-12,Refund for returned item
345,8478,485.1,Deposit,2025-02-18,Check deposit
346,4415,4836.96,Payment,2023-08-17,Payment via cash
347,480,2003.61,Withdrawal,2024-05-01,Cash withdrawal from ATM
348,8105,507.74,Withdrawal,2024-07-30,Cash withdrawal from ATM
349,2022,2282.99,Withdrawal,2024-07-28,Cash withdrawal from ATM
350,6804,3262.6,Payment,2024-03-19,Payment via credit card
351,840,1685.05,Withdrawal,2023-10-28,Cash withdrawal from ATM
352,5872,2390.35,Refund,2024-10-31,Refund for returned item
353,7679,726.61,Deposit,2024-12-05,Check deposit
354,2669,4903.3,Refund,2024-10-24,Refund for returned item
355,5857,4554.37,Payment,2024-02-08,Payment via mobile app
356,1127,921.57,Deposit,2025-05-04,Check deposit
357,818,1538.13,Refund,2023-11-07,Refund for returned item
358,253,4220.7,Refund,2023-12-14,Refund for returned item
359,3078,2751.39,Refund,2024-07-08,Refund for returned item
360,8416,4002.84,Refund,2024-12-05,Refund for returned item
361,7488,1587.13,Withdrawal,2023-09-13,Cash withdrawal from ATM
362,5210,855.71,Purchase,2024-03-31,Purchase from clothing
363,4220,3987.72,Withdrawal,2024-10-04,Cash withdrawal from ATM
364,8865,1508.89,Purchase,2025-03-01,Purchase from coffee shop
365,9303,2541.37,Payment,2024-04-06,Payment via mobile app
366,4579,873.37,Payment,2025-07-15,Payment via cash
367,4554,4559.46,Purchase,2024-01-21,Purchase from clothing
368,6525,4095.18,Deposit,2023-08-11,Check deposit
369,2049,4617.55,Refund,2024-08-30,Refund for returned item
370,9998,3164.98,Payment,2023-09-17,Payment via credit card
371,4891,4678.41,Payment,2025-01-23,Payment via mobile app
372,4673,4670.5,Purchase,2025-01-06,Purchase from electronics
373,4142,737.16,Deposit,2025-02-13,Check deposit
374,4374,45.45,Withdrawal,2024-04-12,Cash withdrawal from ATM
375,637,457.41,Deposit,2025-06-21,Check deposit
376,6353,4324.33,Withdrawal,2025-04-14,Cash withdrawal from ATM
377,9695,4862.34,Withdrawal,2024-11-27,Cash withdrawal from ATM
378,9505,1699.12,Refund,2025-05-04,Refund for returned item
379,2861,3561.78,Deposit,2024-06-14,Check deposit
380,8578,2442.07,Deposit,2024-12-16,Check deposit
381,3434,4917.73,Deposit,2024-03-06,Check deposit
382,9158,592.39,Refund,2025-01-04,Refund for returned item
383,7775,1080.23,Deposit,2024-06-03,Check deposit
384,8561,2162.34,Payment,2024-10-21,Payment via mobile app
385,1110,2519.21,Purchase,2024-09-06,Purchase from electronics
386,2875,831.64,Refund,2024-04-09,Refund for returned item
387,7930,1675.28,Payment,2025-07-07,Payment via credit card
388,7057,3991.78,Purchase,2024-01-05,Purchase from coffee shop
389,6717,2520.77,Payment,2024-12-17,Payment via mobile app
390,3140,4258.24,Purchase,2024-06-25,Purchase from gas station
391,452,3034.52,Purchase,2024-08-02,Purchase from gas station
392,6234,4286.42,Withdrawal,2023-11-18,Cash withdrawal from ATM
393,9218,4012.52,Withdrawal,2024-12-18,Cash withdrawal from ATM
394,9673,958.45,Payment,2024-04-07,Payment via mobile app
395,9230,2256.53,Payment,2024-01-18,Payment via bank transfer
396,1839,3509.59,Deposit,2024-06-20,Check deposit
397,1326,2075.9,Purchase,2024-02-01,Purchase from coffee shop
398,3489,3225.0,Withdrawal,2023-10-05,Cash withdrawal from ATM
399,9657,3350.41,Purchase,2025-08-03,Purchase from online store
400,3201,3623.65,Withdrawal,2024-09-08,Cash withdrawal from ATM
401,318,725.72,Deposit,2024-07-26,Check deposit
402,1681,4997.04,Withdrawal,2024-01-31,Cash withdrawal from ATM
403,8359,2324.68,Refund,2025-02-02,Refund for returned item
404,849,4347.92,Withdrawal,2025-04-16,Cash withdrawal from ATM
405,8801,2304.05,Purchase,2024-07-12,Purchase from online store
406,5476,4010.5,Deposit,2024-07-29,Check deposit
407,8280,2149.48,Withdrawal,2025-04-10,Cash withdrawal from ATM
408,7589,989.03,Deposit,2025-05-24,Check deposit
409,1211,838.78,Withdrawal,2024-08-22,Cash withdrawal from ATM
410,2810,2561.81,Payment,2023-10-14,Payment via bank transfer
411,4432,1533.89,Withdrawal,2023-12-16,Cash withdrawal from ATM
412,5785,3923.11,Purchase,2023-11-15,Purchase from clothing
413,7896,1115.12,Deposit,2023-11-25,Check deposit
414,89,3904.74,Payment,2024-02-05,Payment via mobile app
415,9603,10.87,Deposit,2024-07-01,Check deposit
416,2906,3886.82,Payment,2024-06-10,Payment via credit card
417,5640,1523.2,Withdrawal,2024-05-02,Cash withdrawal from ATM
418,2841,901.11,Refund,2023-08-13,Refund for returned item
419,2769,675.57,Purchase,2025-07-14,Purchase from electronics
420,2001,2775.69,Purchase,2025-04-06,Purchase from clothing
421,2774,2634.73,Deposit,2025-05-07,Check deposit
422,5779,4312.95,Deposit,2025-01-31,Check deposit
423,7060,3476.26,Deposit,2024-03-10,Check deposit
424,1411,4476.49,Purchase,2025-04-30,Purchase from online store
425,1327,4203.15,Refund,2024-03-09,Refund for returned item
426,4961,4414.39,Payment,2025-04-06,Payment via credit card
427,9356,2426.98,Refund,2023-08-12,Refund for returned item
428,9042,1547.8,Purchase,2023-10-09,Purchase from coffee shop
429,3239,4186.93,Payment,2023-09-11,Payment via cash
430,7673,3401.44,Payment,2025-04-13,Payment via bank transfer
431,2452,1739.75,Deposit,2024-12-10,Check deposit
432,1874,2109.9,Payment,2024-11-16,Payment via cash
433,8893,4741.05,Payment,2025-05-24,Payment via credit card
434,2017,3675.21,Refund,2023-10-10,Refund for returned item
435,7432,2724.05,Withdrawal,2025-04-30,Cash withdrawal from ATM
436,8366,2940.55,Purchase,2025-04-29,Purchase from coffee shop
437,9518,1161.25,Withdrawal,2024-12-24,Cash withdrawal from ATM
438,5764,2653.52,Payment,2024-01-11,Payment via mobile app
439,3378,3881.68,Refund,2025-06-22,Refund for returned item
440,8806,2631.58,Refund,2024-08-17,Refund for returned item
441,3174,164.32,Payment,2025-04-23,Payment via credit card
442,7475,4915.23,Purchase,2023-09-24,Purchase from gas station
443,7572,725.27,Deposit,2023-10-21,Check deposit
444,5122,1337.03,Withdrawal,2024-02-05,Cash withdrawal from ATM
445,8570,1821.75,Refund,2024-08-07,Refund for returned item
446,5810,502.18,Refund,2023-12-04,Refund for returned item
447,2169,2764.07,Deposit,2024-01-06,Check deposit
448,9097,394.69,Refund,2024-05-06,Refund for returned item
449,5089,2734.99,Purchase,2024-12-02,Purchase from coffee shop
450,7508,2967.54,Refund,2025-02-28,Refund for returned item
451,3143,4161.15,Purchase,2024-09-07,Purchase from clothing
452,1625,4547.29,Deposit,2024-01-31,Check deposit
453,8922,1305.14,Purchase,2023-10-25,Purchase from electronics
454,1222,649.19,Deposit,2024-08-31,Check deposit
455,6431,3739.83,Purchase,2024-09-13,Purchase from online store
456,6857,1999.62,Deposit,2024-12-05,Check deposit
