SQL_INSERT_QUERY
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (13, 5259, 5869.71, 'Deposit', '2021-11-11', 'Air them necessary only.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (14, 34, 9985.08, 'Withdrawal', '2022-01-07', 'Carry agent seven argue chair place so peace.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (15, 9989, 6428.32, 'Debit', '2021-05-28', 'Size reduce pass season security crime power.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (16, 2302, 8084.29, 'Transfer', '2023-02-04', 'Little deep either become child focus.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (17, 6927, 8514.75, 'Deposit', '2021-01-20', 'Use choose head box.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (18, 3146, 8678.96, 'Debit', '2021-11-26', 'Mention however throughout middle course generation police above.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (19, 9251, 3285.26, 'Transfer', '2023-08-16', 'Parent stay soon yet nature film.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (20, 1083, 8715.36, 'Withdrawal', '2025-03-30', 'Skin already arm imagine whether PM evening will.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (21, 9266, 4116.46, 'Withdrawal', '2023-04-21', 'Under husband hold spend nearly.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (22, 6137, 7088.9, 'Transfer', '2025-06-05', 'Country air responsibility without.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (23, 9807, 2350.15, 'Debit', '2021-07-28', 'Toward station team within however knowledge good.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (24, 4074, 1014.59, 'Withdrawal', '2021-07-21', 'Heavy glass over receive old use surface south.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (25, 2707, 8382.59, 'Withdrawal', '2024-04-03', 'Probably along seat clear like.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (26, 1933, 2893.28, 'Debit', '2025-01-27', 'Continue board all myself note common anything.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (27, 4258, 7704.98, 'Transfer', '2021-09-13', 'Financial others rather the treatment race.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (28, 3858, 2938.84, 'Deposit', '2023-03-20', 'Live near size knowledge term.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (29, 4814, 8246.38, 'Credit', '2021-04-07', 'Possible by measure describe exactly create nice.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (30, 7513, 749.53, 'Deposit', '2024-04-05', 'Various deal write administration plan.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (31, 5125, 3917.2, 'Withdrawal', '2024-11-13', 'Others station suddenly now outside.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (32, 782, 1112.45, 'Withdrawal', '2022-12-17', 'History skin war wish.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (33, 2229, 1840.73, 'Withdrawal', '2022-06-18', 'Tend participant per.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (34, 8900, 8587.79, 'Credit', '2025-07-18', 'Minute voice send attack.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (35, 3153, 7975.84, 'Transfer', '2024-07-22', 'Why gas thank whether say teach.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (36, 5555, 1881.16, 'Withdrawal', '2025-03-08', 'Base summer necessary memory outside.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (37, 5568, 1868.87, 'Withdrawal', '2023-11-05', 'Some provide within top another born keep.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (38, 3737, 9210.38, 'Refund', '2024-02-26', 'Investment same level probably tend.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (39, 3013, 6901.34, 'Refund', '2021-12-18', 'Watch small industry author shoulder law month everybody.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (40, 2153, 8210.56, 'Credit', '2021-04-11', 'Before mind include heavy.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (41, 5015, 2253.59, 'Credit', '2022-04-05', 'Team listen various first property.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (42, 2792, 4944.86, 'Deposit', '2024-01-26', 'Method agreement campaign bad.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (43, 3054, 9430.62, 'Debit', '2024-03-08', 'Attorney between civil table.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (44, 818, 1410.2, 'Credit', '2021-06-20', 'Day sometimes marriage by degree yourself less.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (45, 6759, 1326.18, 'Withdrawal', '2024-09-08', 'Clearly quickly tree present race several.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (46, 7084, 9393.36, 'Credit', '2024-05-29', 'Fly throughout end hundred low I actually.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (47, 3106, 2154.26, 'Withdrawal', '2024-06-01', 'Act store security hope realize Mrs.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (48, 9744, 2440.27, 'Transfer', '2025-02-09', 'Threat name present along.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (49, 3298, 6308.11, 'Credit', '2025-07-27', 'Lose here black member.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (50, 2229, 9583.38, 'Refund', '2024-08-01', 'Free blue event purpose vote during.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (51, 2110, 9383.58, 'Deposit', '2020-08-09', 'Garden maintain believe example.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (52, 6575, 4913.85, 'Withdrawal', '2023-06-18', 'Research arrive necessary tax establish.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (53, 9497, 4091.37, 'Refund', '2023-12-12', 'Traditional those growth series.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (54, 9205, 8778.78, 'Debit', '2020-12-14', 'We thank as.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (55, 1552, 2489.14, 'Debit', '2025-05-17', 'Whose various plant its wrong.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (56, 1512, 7382.78, 'Withdrawal', '2023-01-27', 'Take involve believe old page give continue.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (57, 8286, 1129.03, 'Transfer', '2021-05-27', 'Economic news account note among should.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (58, 5385, 5478.43, 'Deposit', '2023-05-12', 'Morning speak no amount thousand.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (59, 4166, 1108.49, 'Transfer', '2022-10-06', 'Trial us hard city.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (60, 7336, 3508.08, 'Debit', '2020-11-17', 'Discuss own quite couple.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (61, 6006, 8475.33, 'Transfer', '2024-11-03', 'Employee human bar course study spring apply.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (62, 2410, 5246.7, 'Debit', '2021-05-24', 'Score certainly soldier foreign beat pass new.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (63, 7451, 4633.54, 'Transfer', '2022-12-19', 'Travel medical federal eye about kid.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (64, 2645, 4874.37, 'Deposit', '2023-12-26', 'Employee direction various center laugh.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (65, 7529, 3131.94, 'Debit', '2021-08-20', 'Management identify smile exist wish movement.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (66, 4062, 2342.38, 'Debit', '2024-05-19', 'Think enter any defense factor subject heavy.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (67, 1057, 7554.35, 'Refund', '2020-08-16', 'Compare authority deal every yeah story song environmental.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (68, 3783, 3939.83, 'Credit', '2024-09-28', 'Model heavy prepare goal.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (69, 2899, 6532.38, 'Deposit', '2024-04-03', 'Western drop family ten player.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (70, 4232, 5808.77, 'Refund', '2023-02-01', 'Light hand approach cut five number.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (71, 3269, 3745.13, 'Refund', '2024-08-07', 'Easy skin society learn.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (72, 4250, 5152.23, 'Transfer', '2021-12-20', 'Decide open war family catch political.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (73, 9738, 473.88, 'Withdrawal', '2022-07-11', 'Worry history clear thousand price.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (74, 618, 5692.26, 'Deposit', '2025-02-12', 'Forget rule plant resource.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (75, 9299, 9107.73, 'Withdrawal', '2023-07-24', 'Article summer whose force woman.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (76, 4018, 8068.19, 'Withdrawal', '2021-09-30', 'This allow still here floor.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (77, 8582, 5055.14, 'Credit', '2021-02-20', 'Create project picture couple.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (78, 9056, 8708.48, 'Deposit', '2022-03-24', 'Particularly finally act fund.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (79, 5015, 9151.12, 'Deposit', '2024-10-03', 'Want interview treatment or side.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (80, 7984, 1239.48, 'Credit', '2021-04-13', 'Man quality school out save.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (81, 8616, 8625.7, 'Withdrawal', '2025-05-15', 'Minute Mrs every attention.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (82, 7117, 5281.05, 'Deposit', '2022-02-08', 'Few whom seek low.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (83, 2869, 8162.15, 'Transfer', '2021-05-28', 'Agreement coach lot start our sound from.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (84, 9179, 8007.32, 'Debit', '2021-02-26', 'Heavy firm style suffer audience someone paper land.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (85, 4883, 2457.92, 'Withdrawal', '2021-04-16', 'Front see do education paper seat parent.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (86, 6460, 5473.98, 'Refund', '2022-08-15', 'Society perform bad window center small.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (87, 7689, 5481.12, 'Refund', '2023-10-24', 'Different community bag herself.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (88, 1045, 7767.82, 'Transfer', '2024-04-01', 'Above training painting part if job.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (89, 6451, 9752.36, 'Deposit', '2025-01-24', 'Current responsibility room do.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (90, 2179, 4388.97, 'Refund', '2024-02-23', 'Stock career establish strategy.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (91, 7540, 7362.56, 'Refund', '2024-03-22', 'Kind arm former open cell respond.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (92, 8313, 5727.49, 'Withdrawal', '2023-05-13', 'Place ten camera share boy staff.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (93, 307, 2316.27, 'Credit', '2023-09-19', 'Thousand alone network person teach low laugh.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (94, 1008, 7862.62, 'Transfer', '2021-11-17', 'Recognize company receive herself.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (95, 8899, 2612.46, 'Withdrawal', '2024-06-07', 'See actually wide successful.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (96, 6279, 9608.21, 'Withdrawal', '2022-12-04', 'Computer to us fire common finish window.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (97, 8426, 3948.92, 'Deposit', '2023-08-28', 'Various industry record tonight and.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (98, 897, 1480.62, 'Credit', '2025-06-08', 'Most class store I.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (99, 6758, 2045.08, 'Debit', '2023-12-11', 'Upon become bed race minute identify better summer.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (100, 6342, 6096.77, 'Credit', '2024-10-21', 'Full here develop cold couple one keep.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (101, 5862, 5359.9, 'Debit', '2021-01-05', 'Individual believe yet many spring season wrong.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (102, 3578, 3259.28, 'Credit', '2023-03-22', 'Seem simply word view sing successful.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (103, 3776, 3522.95, 'Withdrawal', '2025-01-13', 'Medical while sort wonder.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (104, 4101, 4060.28, 'Refund', '2024-07-02', 'Sit expert discuss along.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (105, 249, 5089.63, 'Deposit', '2023-09-14', 'Turn child hotel quite five.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (106, 4511, 680.79, 'Debit', '2021-06-17', 'Bad member make mouth.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (107, 9188, 5871.15, 'Deposit', '2021-08-09', 'Easy after film public worker.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (108, 4139, 415.41, 'Deposit', '2024-12-19', 'Change reality read sit street few entire.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (109, 3393, 5273.42, 'Deposit', '2022-05-02', 'Need nice speech employee fill upon mother.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (110, 1604, 5821.9, 'Deposit', '2022-04-20', 'Yes scene short wide woman.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (111, 8532, 6353.55, 'Withdrawal', '2023-07-07', 'Career however power media.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (112, 393, 1640.54, 'Credit', '2024-07-21', 'Day determine cultural trade management program rate.');"
"INSERT INTO TRANSACTION (TRANSACTION_ID, CUST_ID, AMOUNT, TRANSACTION_TYPE, TRANSACTION_DATE, DESCRIPTION) VALUES (113, 5833, 9489.04, 'Debit', '2023-05-02', 'Condition each political move degree pay.');"
